武器种类,时代,成本,移动映射成本损耗/H,交战映射成本损耗/H,编制宽度,组织度,侦查（10阶段）,防御（10阶段）,装甲厚度,火控（10阶段）,电子干扰（10阶段）,电子抗性（10阶段）,燃料容量,燃料每轮消耗,对地友伤（10阶段）,对地命中（10阶段）,对地穿甲穿透（10阶段）,对地压制（10阶段）,对空命中（10阶段）,对空伤害（10阶段）,对空装甲穿透（不用设计就是0即可）,对海命中（10阶段）,对海装甲穿透（10阶段）,海洋适应性,平原适应性,城市适应性,丘陵适应性,森林适应性,丛林适应性,山地适应性,沙漠适应性,沼泽适应性,可通行冰面湖泊适应性,酷暑适应性,炎热适应性,温和适应性,严寒适应性,极寒适应性,晴朗适应性,小雨适应性,暴雨适应性,小雪适应性,暴风雪适应性,沙尘暴适应性,大雾适应性,人力占用,速度（km/h）,结构值,浮力值,装甲类型,拦截,潜艇隐身（10阶段）,雷达强度（10阶段）,雷达半径(km),声呐强度（10阶段）,核动力能容量,核动力能每轮消耗,船只吨位(万吨),对地伤害（10阶段）,对地探测（10阶段）,轻炮对海伤害（10阶段）,重炮对海伤害（10阶段）,鱼雷对海伤害（10阶段）,导弹对海伤害（10阶段）,对潜伤害（10阶段）
重型巡洋舰,一战,80000,0.002,0.005,12,37.787,0.003=0.008=0.014=0.019=0.026=0.023=0.016=0.01=0.005=0.003,3.746=9.99=17.17=22.478=31.219=27.473=19.356=11.863=6.244=3.122,64.727,0.003=0.008=0.014=0.019=0.026=0.023=0.016=0.01=0.005=0.003,0.004=0.01=0.017=0.023=0.032=0.028=0.02=0.012=0.006=0.003,0.004=0.01=0.017=0.023=0.032=0.028=0.02=0.012=0.006=0.003,18,0.216,0.001=0.002=0.005=0.008=0.012=0.015=0.014=0.01=0.007=0.003,0.004=0.012=0.02=0.026=0.037=0.032=0.023=0.014=0.007=0.004,0.562=1.499=2.576=3.372=4.683=4.121=2.903=1.779=0.937=0.468,1.171=3.122=5.366=7.024=9.756=8.585=6.049=3.707=1.951=0.976,0.008=0.015=0.023=0.03=0.037=0.035=0.03=0.023=0.015=0.008,3.434=6.556=9.678=12.8=15.609=14.829=12.8=9.678=6.556=3.434,0=0=0=0=0=0=0=0=0=0,0.004=0.012=0.02=0.026=0.037=0.032=0.023=0.014=0.007=0.004,0=1.9=4.75=9.5=16.15=19=17.1=13.3=7.6=3.8,0.978,0.978,0.918,0.918,0.918,0.918,0.918,0.918,0.668,0.918,0.918,0.918,0.978,0.918,0.668,0.978,0.918,0.668,0.918,0.668,0.668,0.918,16,50,60.996,121.992,1,0.11,0=0.001=0.003=0.005=0.011=0.018=0.025=0.026=0.024=0.018,0.002=0.004=0.01=0.017=0.025=0.032=0.028=0.022=0.014=0.007,140,0.004=0.01=0.017=0.023=0.032=0.028=0.02=0.012=0.006=0.003,0,0,1,1.171=3.122=5.366=7.024=9.756=8.585=6.049=3.707=1.951=0.976,0.003=0.008=0.014=0.019=0.026=0.023=0.016=0.01=0.005=0.003,1.03=2.747=4.722=6.181=8.585=7.555=5.323=3.262=1.717=0.859,0.937=2.248=5.994=10.302=14.985=18.731=16.858=13.112=8.429=4.121,2.341=6.244=10.731=14.048=19.512=17.17=12.097=7.414=3.902=1.951,1.054=2.529=6.743=11.59=16.858=21.073=18.965=14.751=9.483=4.636,1.124=2.997=5.151=6.743=9.366=8.242=5.807=3.559=1.873=0.937
重型巡洋舰,二战,120000,0.002,0.005,12,41.174,0.004=0.011=0.019=0.025=0.035=0.031=0.022=0.013=0.007=0.004,5.164=13.771=23.669=30.984=43.034=37.87=26.681=16.353=8.607=4.303,87.57,0.004=0.011=0.019=0.025=0.035=0.031=0.022=0.013=0.007=0.004,0.005=0.013=0.023=0.03=0.042=0.037=0.026=0.016=0.008=0.004,0.005=0.013=0.023=0.03=0.042=0.037=0.026=0.016=0.008=0.004,36,0.432,0.001=0.002=0.006=0.011=0.016=0.02=0.018=0.014=0.009=0.004,0.006=0.016=0.027=0.035=0.049=0.043=0.03=0.019=0.01=0.005,0.775=2.066=3.55=4.648=6.455=5.68=4.002=2.453=1.291=0.646,1.614=4.303=7.396=9.683=13.448=11.834=8.338=5.11=2.69=1.345,0.011=0.021=0.03=0.04=0.049=0.047=0.04=0.03=0.021=0.011,4.734=9.037=13.34=17.644=21.517=20.441=17.644=13.34=9.037=4.734,0=0=0=0=0=0=0=0=0=0,0.006=0.016=0.027=0.035=0.049=0.043=0.03=0.019=0.01=0.005,0=2.3=5.75=11.5=19.55=23=20.7=16.1=9.2=4.6,0.99,0.99,0.93,0.93,0.93,0.93,0.93,0.93,0.68,0.93,0.93,0.93,0.99,0.93,0.68,0.99,0.93,0.68,0.93,0.68,0.68,0.93,16,60,65.412,130.824,1,0.12,0=0.001=0.004=0.007=0.014=0.024=0.033=0.035=0.032=0.024,0.002=0.005=0.013=0.023=0.034=0.042=0.038=0.029=0.019=0.009,174,0.005=0.013=0.023=0.03=0.042=0.037=0.026=0.016=0.008=0.004,0,0,1.4,1.614=4.303=7.396=9.683=13.448=11.834=8.338=5.11=2.69=1.345,0.004=0.011=0.019=0.025=0.035=0.031=0.022=0.013=0.007=0.004,1.42=3.787=6.509=8.521=11.834=10.414=7.337=4.497=2.367=1.183,1.291=3.098=8.262=14.201=20.656=25.82=23.238=18.074=11.619=5.68,3.228=8.607=14.793=19.365=26.896=23.669=16.676=10.221=5.379=2.69,1.452=3.486=9.295=15.976=23.238=29.048=26.143=20.333=13.071=6.391,1.549=4.131=7.101=9.295=12.91=11.361=8.004=4.906=2.582=1.291
导弹巡洋舰,冷战,350000,0.002,0.005,14,47.597,0.006=0.016=0.028=0.037=0.051=0.045=0.031=0.019=0.01=0.005,8.135=21.693=37.285=48.81=67.791=59.656=42.031=25.761=13.558=6.779,131.83,0.006=0.016=0.028=0.037=0.051=0.045=0.031=0.019=0.01=0.005,0.007=0.019=0.033=0.044=0.061=0.054=0.038=0.023=0.012=0.006,0.007=0.019=0.033=0.044=0.061=0.054=0.038=0.023=0.012=0.006,15225,182.7,0.001=0.003=0.009=0.016=0.023=0.029=0.026=0.02=0.013=0.006,0.009=0.023=0.039=0.051=0.071=0.063=0.044=0.027=0.014=0.007,1.22=3.254=5.593=7.321=10.169=8.948=6.305=3.864=2.034=1.017,2.542=6.779=11.652=15.253=21.185=18.643=13.135=8.05=4.237=2.118,0.016=0.03=0.044=0.058=0.071=0.067=0.058=0.044=0.03=0.016,7.457=14.236=21.015=27.794=33.896=32.201=27.794=21.015=14.236=7.457,0=0=0=0=0=0=0=0=0=0,0.009=0.023=0.039=0.051=0.071=0.063=0.044=0.027=0.014=0.007,0=2.7=6.75=13.5=22.95=27=24.3=18.9=10.8=5.4,1,1,0.952,0.952,0.952,0.952,0.952,0.952,0.702,0.952,0.952,0.952,1,0.952,0.702,1,0.952,0.702,0.952,0.702,0.702,0.952,19,60,74.129,148.258,1,0.138,0=0.002=0.005=0.01=0.02=0.036=0.048=0.051=0.046=0.036,0.003=0.007=0.019=0.033=0.049=0.061=0.055=0.043=0.027=0.013,208,0.007=0.019=0.033=0.044=0.061=0.054=0.038=0.023=0.012=0.006,0,0,1.8,2.542=6.779=11.652=15.253=21.185=18.643=13.135=8.05=4.237=2.118,0.006=0.016=0.028=0.037=0.051=0.045=0.031=0.019=0.01=0.005,2.237=5.966=10.253=13.423=18.643=16.406=11.558=7.084=3.729=1.864,2.034=4.881=13.016=22.371=32.54=40.675=36.607=28.472=18.304=8.948,5.084=13.558=23.303=30.506=42.37=37.285=26.269=16.1=8.474=4.237,2.288=5.491=14.643=25.168=36.607=45.759=41.183=32.031=20.592=10.067,2.44=6.508=11.186=14.643=20.337=17.897=12.609=7.728=4.067=2.034
导弹巡洋舰,现代,600000,0.002,0.005,14,54.712,0.008=0.022=0.039=0.05=0.07=0.062=0.043=0.027=0.014=0.007,11.67=31.12=53.488=70.02=97.251=85.58=60.295=36.955=19.45=9.725,18,0.008=0.022=0.039=0.05=0.07=0.062=0.043=0.027=0.014=0.007,0.01=0.027=0.046=0.06=0.084=0.074=0.052=0.032=0.017=0.008,0.01=0.027=0.046=0.06=0.084=0.074=0.052=0.032=0.017=0.008,36,0.432,0.002=0.005=0.013=0.022=0.032=0.04=0.036=0.028=0.018=0.009,0.012=0.031=0.054=0.071=0.098=0.086=0.061=0.037=0.02=0.01,1.751=4.668=8.023=10.503=14.588=12.837=9.044=5.543=2.918=1.459,3.647=9.725=16.715=21.881=30.391=26.744=18.842=11.549=6.078=3.039,0.022=0.041=0.061=0.08=0.098=0.093=0.08=0.061=0.041=0.022,10.698=20.423=30.148=39.873=48.625=46.194=39.873=30.148=20.423=10.698,0=0=0=0=0=0=0=0=0=0,0.012=0.031=0.054=0.071=0.098=0.086=0.061=0.037=0.02=0.01,0=3.2=8=16=27.2=32=28.8=22.4=12.8=6.4,1,1,0.98,0.98,0.98,0.98,0.98,0.98,0.73,0.98,0.98,0.98,1,0.98,0.73,1,0.98,0.73,0.98,0.73,0.73,0.98,19,65,83.046,166.092,1,0.16,0=0.002=0.007=0.014=0.028=0.049=0.066=0.07=0.063=0.049,0.004=0.01=0.027=0.046=0.067=0.084=0.076=0.059=0.038=0.018,251,0.01=0.027=0.046=0.06=0.084=0.074=0.052=0.032=0.017=0.008,0,0,2.2,3.647=9.725=16.715=21.881=30.391=26.744=18.842=11.549=6.078=3.039,0.008=0.022=0.039=0.05=0.07=0.062=0.043=0.027=0.014=0.007,3.209=8.558=14.709=19.256=26.744=23.535=16.581=10.163=5.349=2.674,2.918=7.002=18.672=32.093=46.68=58.35=52.515=40.845=26.258=12.837,7.294=19.45=33.43=43.763=60.782=53.488=37.685=23.097=12.156=6.078,3.282=7.877=21.006=36.104=52.515=65.644=59.08=45.951=29.54=14.442,3.501=9.336=16.046=21.006=29.175=25.674=18.089=11.087=5.835=2.918
战列巡洋舰,一战,180000,0.002,0.005,18,38.562,0.003=0.008=0.014=0.019=0.026=0.023=0.016=0.01=0.005=0.003,4=10.666=18.332=23.999=33.332=29.332=20.666=12.666=6.666=3.333,66.629,0.003=0.008=0.014=0.019=0.026=0.023=0.016=0.01=0.005=0.003,0.004=0.01=0.017=0.023=0.032=0.028=0.02=0.012=0.006=0.003,0.004=0.01=0.017=0.023=0.032=0.028=0.02=0.012=0.006=0.003,405,4.86,0.001=0.002=0.005=0.008=0.012=0.015=0.014=0.01=0.007=0.003,0.004=0.012=0.02=0.026=0.037=0.032=0.023=0.014=0.007=0.004,0.6=1.6=2.75=3.6=5=4.4=3.1=1.9=1=0.5,1.25=3.333=5.729=7.5=10.416=9.166=6.458=3.958=2.083=1.042,0.008=0.015=0.023=0.03=0.037=0.035=0.03=0.023=0.015=0.008,3.666=7=10.333=13.666=16.666=15.833=13.666=10.333=7=3.666,0=0=0=0=0=0=0=0=0=0,0.004=0.012=0.02=0.026=0.037=0.032=0.023=0.014=0.007=0.004,0=1.9=4.75=9.5=16.15=19=17.1=13.3=7.6=3.8,0.978,0.978,0.918,0.918,0.918,0.918,0.918,0.918,0.668,0.918,0.918,0.918,0.978,0.918,0.668,0.978,0.918,0.668,0.918,0.668,0.668,0.918,25,45,62.828,125.656,1,0.11,0=0.001=0.003=0.005=0.011=0.018=0.025=0.026=0.024=0.018,0.002=0.004=0.01=0.017=0.025=0.032=0.028=0.022=0.014=0.007,140,0.004=0.01=0.017=0.023=0.032=0.028=0.02=0.012=0.006=0.003,0,0,2.5,1.25=3.333=5.729=7.5=10.416=9.166=6.458=3.958=2.083=1.042,0.003=0.008=0.014=0.019=0.026=0.023=0.016=0.01=0.005=0.003,1.1=2.933=5.041=6.6=9.166=8.066=5.683=3.483=1.833=0.917,1=2.4=6.4=10.999=15.999=19.999=17.999=13.999=9=4.4,2.5=6.666=11.458=14.999=20.832=18.332=12.916=7.916=4.166=2.083,1.125=2.7=7.2=12.374=17.999=22.499=20.249=15.749=10.125=4.95,1.2=3.2=5.5=7.2=1=8.8=6.2=3.8=2=1
战列巡洋舰,二战,250000,0.002,0.005,18,41.876,0.004=0.011=0.019=0.025=0.035=0.031=0.022=0.013=0.007=0.004,5.47=14.587=25.071=32.82=45.584=40.114=28.262=17.322=9.117=4.558,89.865,0.004=0.011=0.019=0.025=0.035=0.031=0.022=0.013=0.007=0.004,0.005=0.013=0.023=0.03=0.042=0.037=0.026=0.016=0.008=0.004,0.005=0.013=0.023=0.03=0.042=0.037=0.026=0.016=0.008=0.004,75,0.9,0.001=0.002=0.006=0.011=0.016=0.02=0.018=0.014=0.009=0.004,0.006=0.016=0.027=0.035=0.049=0.043=0.03=0.019=0.01=0.005,0.821=2.188=3.761=4.923=6.838=6.017=4.239=2.598=1.368=0.684,1.709=4.558=7.835=10.256=14.245=12.536=8.832=5.413=2.849=1.424,0.011=0.021=0.03=0.04=0.049=0.047=0.04=0.03=0.021=0.011,5.014=9.573=14.131=18.689=22.792=21.652=18.689=14.131=9.573=5.014,0=0=0=0=0=0=0=0=0=0,0.006=0.016=0.027=0.035=0.049=0.043=0.03=0.019=0.01=0.005,0=2.3=5.75=11.5=19.55=23=20.7=16.1=9.2=4.6,0.99,0.99,0.93,0.93,0.93,0.93,0.93,0.93,0.68,0.93,0.93,0.93,0.99,0.93,0.68,0.99,0.93,0.68,0.93,0.68,0.68,0.93,25,55,67.069,134.138,1,0.12,0=0.001=0.004=0.007=0.014=0.024=0.033=0.035=0.032=0.024,0.002=0.005=0.013=0.023=0.034=0.042=0.038=0.029=0.019=0.009,174,0.005=0.013=0.023=0.03=0.042=0.037=0.026=0.016=0.008=0.004,0,0,3.5,1.709=4.558=7.835=10.256=14.245=12.536=8.832=5.413=2.849=1.424,0.004=0.011=0.019=0.025=0.035=0.031=0.022=0.013=0.007=0.004,1.504=4.011=6.895=9.026=12.536=11.031=7.772=4.763=2.507=1.254,1.368=3.282=8.752=15.043=21.88=27.35=24.615=19.145=12.308=6.017,3.419=9.117=15.669=20.513=28.49=25.071=17.664=10.826=5.698=2.849,1.538=3.692=9.846=16.923=24.615=30.769=27.692=21.538=13.846=6.769,1.641=4.376=7.521=9.846=13.675=12.034=8.479=5.197=2.735=1.368
战列舰,一战,250000,0.002,0.005,20,38.876,0.003=0.008=0.014=0.019=0.026=0.023=0.016=0.01=0.005=0.003,4.103=10.94=18.803=24.615=34.188=30.085=21.196=12.991=6.838=3.419,95.482,0.003=0.008=0.014=0.019=0.026=0.023=0.016=0.01=0.005=0.003,0.004=0.01=0.017=0.023=0.032=0.028=0.02=0.012=0.006=0.003,0.004=0.01=0.017=0.023=0.032=0.028=0.02=0.012=0.006=0.003,5625,67.5,0.001=0.002=0.005=0.008=0.012=0.015=0.014=0.01=0.007=0.003,0.004=0.012=0.02=0.026=0.037=0.032=0.023=0.014=0.007=0.004,2.564=6.838=11.752=15.384=21.367=18.803=13.248=8.12=4.273=2.137,1.282=3.419=5.876=7.692=10.684=9.402=6.624=4.06=2.137=1.068,0.008=0.015=0.023=0.03=0.037=0.035=0.03=0.023=0.015=0.008,1.41=2.692=3.974=5.256=6.41=6.09=5.256=3.974=2.692=1.41,0=0=0=0=0=0=0=0=0=0,0.004=0.012=0.02=0.026=0.037=0.032=0.023=0.014=0.007=0.004,0=3.23=8.075=16.15=27.455=32.3=29.07=22.61=12.92=6.46,0.978,0.978,0.918,0.918,0.918,0.918,0.918,0.918,0.668,0.918,0.918,0.918,0.978,0.918,0.668,0.978,0.918,0.668,0.918,0.668,0.668,0.918,28,35,63.569,127.138,1,0.11,0=0.001=0.003=0.005=0.011=0.018=0.025=0.026=0.024=0.018,0.002=0.004=0.01=0.017=0.025=0.032=0.028=0.022=0.014=0.007,140,0.004=0.01=0.017=0.023=0.032=0.028=0.02=0.012=0.006=0.003,0,0,3.5,1.282=3.419=5.876=7.692=10.684=9.402=6.624=4.06=2.137=1.068,0.003=0.008=0.014=0.019=0.026=0.023=0.016=0.01=0.005=0.003,1.128=3.009=5.171=6.769=9.402=8.273=5.829=3.573=1.88=0.94,1.026=2.462=6.564=11.282=16.41=20.513=18.461=14.359=9.231=4.513,2.564=6.838=11.752=15.384=21.367=18.803=13.248=8.12=4.273=2.137,1.154=2.769=7.385=12.692=18.461=23.077=20.769=16.154=10.385=5.077,1.231=3.282=5.641=7.385=10.256=9.026=6.359=3.897=2.051=1.026
战列舰,二战,400000,0.002,0.005,20,42.325,0.004=0.011=0.019=0.025=0.035=0.031=0.022=0.013=0.007=0.004,5.666=15.109=25.969=33.996=47.217=41.551=29.274=17.942=9.443=4.722,129.391,0.004=0.011=0.019=0.025=0.035=0.031=0.022=0.013=0.007=0.004,0.005=0.013=0.023=0.03=0.042=0.037=0.026=0.016=0.008=0.004,0.005=0.013=0.023=0.03=0.042=0.037=0.026=0.016=0.008=0.004,12,0.144,0.001=0.002=0.006=0.011=0.016=0.02=0.018=0.014=0.009=0.004,0.006=0.016=0.027=0.035=0.049=0.043=0.03=0.019=0.01=0.005,3.541=9.443=16.231=21.247=29.51=25.969=18.296=11.214=5.902=2.951,1.771=4.722=8.115=10.624=14.755=12.985=9.148=5.607=2.951=1.476,0.011=0.021=0.03=0.04=0.049=0.047=0.04=0.03=0.021=0.011,1.948=3.718=5.489=7.26=8.853=8.41=7.26=5.489=3.718=1.948,0=0=0=0=0=0=0=0=0=0,0.006=0.016=0.027=0.035=0.049=0.043=0.03=0.019=0.01=0.005,0=3.91=9.775=19.55=33.235=39.1=35.19=27.37=15.64=7.82,0.99,0.99,0.93,0.93,0.93,0.93,0.93,0.93,0.68,0.93,0.93,0.93,0.99,0.93,0.68,0.99,0.93,0.68,0.93,0.68,0.68,0.93,28,45,68.131,136.262,1,0.12,0=0.001=0.004=0.007=0.014=0.024=0.033=0.035=0.032=0.024,0.002=0.005=0.013=0.023=0.034=0.042=0.038=0.029=0.019=0.009,174,0.005=0.013=0.023=0.03=0.042=0.037=0.026=0.016=0.008=0.004,0,0,4.5,1.771=4.722=8.115=10.624=14.755=12.985=9.148=5.607=2.951=1.476,0.004=0.011=0.019=0.025=0.035=0.031=0.022=0.013=0.007=0.004,1.558=4.155=7.142=9.349=12.985=11.426=8.05=4.934=2.597=1.298,1.416=3.4=9.066=15.581=22.664=28.33=25.497=19.831=12.748=6.233,3.541=9.443=16.231=21.247=29.51=25.969=18.296=11.214=5.902=2.951,1.594=3.825=10.199=17.529=25.497=31.871=28.684=22.31=14.342=7.012,1.7=4.533=7.791=10.199=14.165=12.465=8.782=5.383=2.833=1.416
轻型航空母舰,二战,100000,0.002,0.005,15,41,0.004=0.011=0.019=0.025=0.035=0.031=0.022=0.013=0.007=0.004,5.088=13.568=23.32=30.528=42.4=37.312=26.288=16.112=8.48=4.24,60.9,0.004=0.011=0.019=0.025=0.035=0.031=0.022=0.013=0.007=0.004,0.005=0.013=0.023=0.03=0.042=0.037=0.026=0.016=0.008=0.004,0.005=0.013=0.023=0.03=0.042=0.037=0.026=0.016=0.008=0.004,3,0.036,0.001=0.002=0.006=0.011=0.016=0.02=0.018=0.014=0.009=0.004,0.006=0.016=0.027=0.035=0.049=0.043=0.03=0.019=0.01=0.005,0.763=2.035=3.498=4.579=6.36=5.597=3.943=2.417=1.272=0.636,1.59=4.24=7.288=9.54=13.25=11.66=8.215=5.035=2.65=1.325,0.011=0.021=0.03=0.04=0.049=0.047=0.04=0.03=0.021=0.011,4.664=8.904=13.144=17.384=21.2=20.14=17.384=13.144=8.904=4.664,0=0=0=0=0=0=0=0=0=0,0.006=0.016=0.027=0.035=0.049=0.043=0.03=0.019=0.01=0.005,0=2.3=5.75=11.5=19.55=23=20.7=16.1=9.2=4.6,0.99,0.99,0.93,0.93,0.93,0.93,0.93,0.93,0.68,0.93,0.93,0.93,0.99,0.93,0.68,0.99,0.93,0.68,0.93,0.68,0.68,0.93,21,65,65,13,0,0.17,0=0.001=0.004=0.007=0.014=0.024=0.033=0.035=0.032=0.024,0.002=0.005=0.013=0.023=0.034=0.042=0.038=0.029=0.019=0.009,174,0.005=0.013=0.023=0.03=0.042=0.037=0.026=0.016=0.008=0.004,0,0,1.5,1.59=4.24=7.288=9.54=13.25=11.66=8.215=5.035=2.65=1.325,0.004=0.011=0.019=0.025=0.035=0.031=0.022=0.013=0.007=0.004,1.399=3.731=6.413=8.395=11.66=10.261=7.229=4.431=2.332=1.166,1.272=3.053=8.141=13.992=20.352=25.44=22.896=17.808=11.448=5.597,3.18=8.48=14.575=19.08=26.5=23.32=16.43=10.07=5.3=2.65,1.431=3.434=9.158=15.741=22.896=28.62=25.758=20.034=12.879=6.296,1.526=4.07=6.996=9.158=12.72=11.194=7.886=4.834=2.544=1.272
轻型航空母舰,冷战,250000,0.002,0.005,15,47.276,0.006=0.016=0.028=0.037=0.051=0.045=0.031=0.019=0.01=0.005,7.932=21.151=36.353=47.589=66.096=58.165=40.98=25.117=13.219=6.61,91.213,0.006=0.016=0.028=0.037=0.051=0.045=0.031=0.019=0.01=0.005,0.007=0.019=0.033=0.044=0.061=0.054=0.038=0.023=0.012=0.006,0.007=0.019=0.033=0.044=0.061=0.054=0.038=0.023=0.012=0.006,10875,130.5,0.001=0.003=0.009=0.016=0.023=0.029=0.026=0.02=0.013=0.006,0.009=0.023=0.039=0.051=0.071=0.063=0.044=0.027=0.014=0.007,1.19=3.173=5.453=7.138=9.914=8.725=6.147=3.767=1.983=0.991,2.479=6.61=11.36=14.872=20.655=18.176=12.806=7.849=4.131=2.066,0.016=0.03=0.044=0.058=0.071=0.067=0.058=0.044=0.03=0.016,7.271=13.88=20.49=27.099=33.048=31.396=27.099=20.49=13.88=7.271,0=0=0=0=0=0=0=0=0=0,0.009=0.023=0.039=0.051=0.071=0.063=0.044=0.027=0.014=0.007,0=2.7=6.75=13.5=22.95=27=24.3=18.9=10.8=5.4,1,1,0.952,0.952,0.952,0.952,0.952,0.952,0.702,0.952,0.952,0.952,1,0.952,0.702,1,0.952,0.702,0.952,0.702,0.702,0.952,21,70,73.369,146.738,0,0.188,0=0.002=0.005=0.01=0.02=0.036=0.048=0.051=0.046=0.036,0.003=0.007=0.019=0.033=0.049=0.061=0.055=0.043=0.027=0.013,208,0.007=0.019=0.033=0.044=0.061=0.054=0.038=0.023=0.012=0.006,0,0,2,2.479=6.61=11.36=14.872=20.655=18.176=12.806=7.849=4.131=2.066,0.006=0.016=0.028=0.037=0.051=0.045=0.031=0.019=0.01=0.005,2.181=5.816=9.997=13.087=18.176=15.995=11.269=6.907=3.635=1.818,1.983=4.759=12.69=21.812=31.726=39.658=35.692=27.76=17.846=8.725,4.957=13.219=22.721=29.743=41.31=36.353=25.612=15.698=8.262=4.131,2.231=5.354=14.277=24.538=35.692=44.615=40.154=31.231=20.077=9.815,2.379=6.345=10.906=14.277=19.829=17.449=12.294=7.535=3.966=1.983
轻型航空母舰,现代,600000,0.002,0.005,15,54.712,0.008=0.022=0.039=0.05=0.07=0.062=0.043=0.027=0.014=0.007,11.67=31.12=53.488=70.02=97.251=85.58=60.295=36.955=19.45=9.725,129.644,0.008=0.022=0.039=0.05=0.07=0.062=0.043=0.027=0.014=0.007,0.01=0.027=0.046=0.06=0.084=0.074=0.052=0.032=0.017=0.008,0.01=0.027=0.046=0.06=0.084=0.074=0.052=0.032=0.017=0.008,36,0.432,0.002=0.005=0.013=0.022=0.032=0.04=0.036=0.028=0.018=0.009,0.012=0.031=0.054=0.071=0.098=0.086=0.061=0.037=0.02=0.01,1.751=4.668=8.023=10.503=14.588=12.837=9.044=5.543=2.918=1.459,3.647=9.725=16.715=21.881=30.391=26.744=18.842=11.549=6.078=3.039,0.022=0.041=0.061=0.08=0.098=0.093=0.08=0.061=0.041=0.022,10.698=20.423=30.148=39.873=48.625=46.194=39.873=30.148=20.423=10.698,0=0=0=0=0=0=0=0=0=0,0.012=0.031=0.054=0.071=0.098=0.086=0.061=0.037=0.02=0.01,0=3.2=8=16=27.2=32=28.8=22.4=12.8=6.4,1,1,0.98,0.98,0.98,0.98,0.98,0.98,0.73,0.98,0.98,0.98,1,0.98,0.73,1,0.98,0.73,0.98,0.73,0.73,0.98,21,75,83.046,166.092,0,0.21,0=0.002=0.007=0.014=0.028=0.049=0.066=0.07=0.063=0.049,0.004=0.01=0.027=0.046=0.067=0.084=0.076=0.059=0.038=0.018,251,0.01=0.027=0.046=0.06=0.084=0.074=0.052=0.032=0.017=0.008,0,0,2.4,3.647=9.725=16.715=21.881=30.391=26.744=18.842=11.549=6.078=3.039,0.008=0.022=0.039=0.05=0.07=0.062=0.043=0.027=0.014=0.007,3.209=8.558=14.709=19.256=26.744=23.535=16.581=10.163=5.349=2.674,2.918=7.002=18.672=32.093=46.68=58.35=52.515=40.845=26.258=12.837,7.294=19.45=33.43=43.763=60.782=53.488=37.685=23.097=12.156=6.078,3.282=7.877=21.006=36.104=52.515=65.644=59.08=45.951=29.54=14.442,3.501=9.336=16.046=21.006=29.175=25.674=18.089=11.087=5.835=2.918
重型航空母舰,二战,300000,0.002,0.005,25,42.05,0.004=0.011=0.019=0.025=0.035=0.031=0.022=0.013=0.007=0.004,5.546=14.789=25.419=33.276=46.217=40.671=28.655=17.562=9.243=4.622,63.305,0.004=0.011=0.019=0.025=0.035=0.031=0.022=0.013=0.007=0.004,0.005=0.013=0.023=0.03=0.042=0.037=0.026=0.016=0.008=0.004,0.005=0.013=0.023=0.03=0.042=0.037=0.026=0.016=0.008=0.004,9,0.108,0.001=0.002=0.006=0.011=0.016=0.02=0.018=0.014=0.009=0.004,0.006=0.016=0.027=0.035=0.049=0.043=0.03=0.019=0.01=0.005,0.832=2.218=3.813=4.991=6.933=6.101=4.298=2.634=1.387=0.693,1.733=4.622=7.944=10.399=14.443=12.71=8.955=5.488=2.889=1.444,0.011=0.021=0.03=0.04=0.049=0.047=0.04=0.03=0.021=0.011,5.084=9.706=14.327=18.949=23.109=21.953=18.949=14.327=9.706=5.084,0=0=0=0=0=0=0=0=0=0,0.006=0.016=0.027=0.035=0.049=0.043=0.03=0.019=0.01=0.005,0=2.3=5.75=11.5=19.55=23=20.7=16.1=9.2=4.6,0.99,0.99,0.93,0.93,0.93,0.93,0.93,0.93,0.68,0.93,0.93,0.93,0.99,0.93,0.68,0.99,0.93,0.68,0.93,0.68,0.68,0.93,35,60,67.481,134.962,0,0.17,0=0.001=0.004=0.007=0.014=0.024=0.033=0.035=0.032=0.024,0.002=0.005=0.013=0.023=0.034=0.042=0.038=0.029=0.019=0.009,174,0.005=0.013=0.023=0.03=0.042=0.037=0.026=0.016=0.008=0.004,0,0,3.5,1.733=4.622=7.944=10.399=14.443=12.71=8.955=5.488=2.889=1.444,0.004=0.011=0.019=0.025=0.035=0.031=0.022=0.013=0.007=0.004,1.525=4.067=6.99=9.151=12.71=11.185=7.88=4.83=2.542=1.271,1.387=3.328=8.874=15.252=22.184=27.73=24.957=19.411=12.479=6.101,3.466=9.243=15.887=20.798=28.886=25.419=17.909=10.977=5.777=2.889,1.56=3.744=9.983=17.158=24.957=31.197=28.077=21.838=14.038=6.863,1.664=4.437=7.626=9.983=13.865=12.201=8.596=5.269=2.773=1.387
