武器种类,时代,成本,移动映射成本损耗/H,交战映射成本损耗/H,编制宽度,组织度,侦查（10阶段）,防御（10阶段）,装甲厚度,火控（10阶段）,电子干扰（10阶段）,电子抗性（10阶段）,燃料容量,燃料每轮消耗,对地友伤（10阶段）,对地命中（10阶段）,对地穿甲穿透（10阶段）,对地压制（10阶段）,对空命中（10阶段）,对空伤害（10阶段）,对空装甲穿透（不用设计就是0即可）,对海命中（10阶段）,对海装甲穿透（10阶段）,海洋适应性,平原适应性,城市适应性,丘陵适应性,森林适应性,丛林适应性,山地适应性,沙漠适应性,沼泽适应性,可通行冰面湖泊适应性,酷暑适应性,炎热适应性,温和适应性,严寒适应性,极寒适应性,晴朗适应性,小雨适应性,暴雨适应性,小雪适应性,暴风雪适应性,沙尘暴适应性,大雾适应性,人力占用,速度（km/h）,部队摩托化时卡车成本系数,部队非摩托化时卡车成本系数,血量,突破（10阶段）,堑壕防御,对地硬攻（10阶段）,对地软攻（10阶段）,对海伤害（10阶段）,武器定位
机枪,冷战,25,0.002,0.006,2,38.797,0.006=0.016=0.028=0.037=0.051=0.045=0.031=0.019=0.01=0.005,3.85=10.268=17.648=23.102=32.087=28.236=19.894=12.193=6.417=3.209,3.002,0.006=0.016=0.028=0.037=0.051=0.045=0.031=0.019=0.01=0.005,0.007=0.019=0.033=0.044=0.061=0.054=0.038=0.023=0.012=0.006,0.007=0.019=0.033=0.044=0.061=0.054=0.038=0.023=0.012=0.006,0.29,0.003,0.001=0.003=0.009=0.016=0.023=0.029=0.026=0.02=0.013=0.006,0.009=0.023=0.039=0.051=0.071=0.063=0.044=0.027=0.014=0.007,0.385=1.027=1.765=2.31=3.209=2.824=1.989=1.219=0.642=0.321,1.283=3.423=5.883=7.701=10.696=9.412=6.631=4.064=2.139=1.07,0.016=0.03=0.044=0.058=0.071=0.067=0.058=0.044=0.03=0.016,0.882=1.685=2.487=3.289=4.011=3.81=3.289=2.487=1.685=0.882,0=0=0=0=0=0=0=0=0=0,0.009=0.023=0.039=0.051=0.071=0.063=0.044=0.027=0.014=0.007,0=2.7=6.75=13.5=22.95=27=24.3=18.9=10.8=5.4,0.956,0.956,0.896,0.896,0.896,0.896,0.896,0.896,0.646,0.896,0.896,0.896,0.956,0.896,0.646,0.956,0.896,0.646,0.896,0.646,0.646,0.896,5,4,0,0,37.923,2.567=6.845=11.765=15.402=21.391=18.824=13.263=8.129=4.278=2.139,32.5,0.385=1.027=1.765=2.31=3.209=2.824=1.989=1.219=0.642=0.321,1.283=3.423=5.883=7.701=10.696=9.412=6.631=4.064=2.139=1.07,1.059=2.824=4.853=6.353=8.824=7.765=5.471=3.353=1.765=0.882,0
机枪,现代,45,0.002,0.006,2,45.829,0.008=0.022=0.039=0.05=0.07=0.062=0.043=0.027=0.014=0.007,5.876=15.67=26.933=35.257=48.969=43.092=30.361=18.608=9.794=4.897,4.235,0.008=0.022=0.039=0.05=0.07=0.062=0.043=0.027=0.014=0.007,0.01=0.027=0.046=0.06=0.084=0.074=0.052=0.032=0.017=0.008,0.01=0.027=0.046=0.06=0.084=0.074=0.052=0.032=0.017=0.008,0.72,0.009,0.002=0.005=0.013=0.022=0.032=0.04=0.036=0.028=0.018=0.009,0.012=0.031=0.054=0.071=0.098=0.086=0.061=0.037=0.02=0.01,0.588=1.567=2.693=3.526=4.897=4.309=3.036=1.861=0.979=0.49,1.959=5.223=8.978=11.752=16.323=14.364=10.12=6.203=3.265=1.632,0.022=0.041=0.061=0.08=0.098=0.093=0.08=0.061=0.041=0.022,1.347=2.571=3.795=5.019=6.121=5.815=5.019=3.795=2.571=1.347,0=0=0=0=0=0=0=0=0=0,0.012=0.031=0.054=0.071=0.098=0.086=0.061=0.037=0.02=0.01,0=3.2=8=16=27.2=32=28.8=22.4=12.8=6.4,1,1,0.94,0.94,0.94,0.94,0.94,0.94,0.69,0.94,0.94,0.94,1,0.94,0.69,1,0.94,0.69,0.94,0.69,0.69,0.94,5,4,0,0,42.873,3.917=10.447=17.955=23.505=32.646=28.728=20.24=12.405=6.529=3.265,38,0.588=1.567=2.693=3.526=4.897=4.309=3.036=1.861=0.979=0.49,1.959=5.223=8.978=11.752=16.323=14.364=10.12=6.203=3.265=1.632,1.616=4.309=7.407=9.696=13.466=11.85=8.349=5.117=2.693=1.347,0
反坦克步枪,一战,15,0.002,0.006,1,30.075,0.003=0.008=0.014=0.019=0.026=0.023=0.016=0.01=0.005=0.003,1.834=4.89=8.405=11.003=15.281=13.448=9.475=5.807=3.056=1.528,1.527,0.003=0.008=0.014=0.019=0.026=0.023=0.016=0.01=0.005=0.003,0.004=0.01=0.017=0.023=0.032=0.028=0.02=0.012=0.006=0.003,0.004=0.01=0.017=0.023=0.032=0.028=0.02=0.012=0.006=0.003,0.09,0.001,0.001=0.002=0.005=0.008=0.012=0.015=0.014=0.01=0.007=0.003,0.004=0.012=0.02=0.026=0.037=0.032=0.023=0.014=0.007=0.004,0.183=0.489=0.84=1.1=1.528=1.345=0.947=0.581=0.306=0.153,0.611=1.63=2.802=3.668=5.094=4.483=3.158=1.936=1.019=0.509,0.008=0.015=0.023=0.03=0.037=0.035=0.03=0.023=0.015=0.008,0.42=0.802=1.184=1.566=1.91=1.815=1.566=1.184=0.802=0.42,0=0=0=0=0=0=0=0=0=0,0.004=0.012=0.02=0.026=0.037=0.032=0.023=0.014=0.007=0.004,0=1.9=4.75=9.5=16.15=19=17.1=13.3=7.6=3.8,0.9,0.9,0.84,0.84,0.84,0.84,0.84,0.84,0.59,0.84,0.84,0.84,0.9,0.84,0.59,0.9,0.84,0.59,0.84,0.59,0.59,0.84,2,4,0,0,31.914,1.223=3.26=5.603=7.335=10.188=8.965=6.316=3.871=2.038=1.019,25.5,0.183=0.489=0.84=1.1=1.528=1.345=0.947=0.581=0.306=0.153,0.611=1.63=2.802=3.668=5.094=4.483=3.158=1.936=1.019=0.509,0.504=1.345=2.311=3.026=4.202=3.698=2.605=1.597=0.84=0.42,2
反坦克步枪,二战,10,0.002,0.006,1,32.862,0.004=0.011=0.019=0.025=0.035=0.031=0.022=0.013=0.007=0.004,2.305=6.148=10.567=13.833=19.212=16.907=11.912=7.301=3.842=1.921,2.012,0.004=0.011=0.019=0.025=0.035=0.031=0.022=0.013=0.007=0.004,0.005=0.013=0.023=0.03=0.042=0.037=0.026=0.016=0.008=0.004,0.005=0.013=0.023=0.03=0.042=0.037=0.026=0.016=0.008=0.004,0.08,0.001,0.001=0.002=0.006=0.011=0.016=0.02=0.018=0.014=0.009=0.004,0.006=0.016=0.027=0.035=0.049=0.043=0.03=0.019=0.01=0.005,0.231=0.615=1.057=1.383=1.921=1.691=1.191=0.73=0.384=0.192,0.768=2.049=3.522=4.611=6.404=5.636=3.971=2.434=1.281=0.64,0.011=0.021=0.03=0.04=0.049=0.047=0.04=0.03=0.021=0.011,0.528=1.009=1.489=1.969=2.402=2.281=1.969=1.489=1.009=0.528,0=0=0=0=0=0=0=0=0=0,0.006=0.016=0.027=0.035=0.049=0.043=0.03=0.019=0.01=0.005,0=2.3=5.75=11.5=19.55=23=20.7=16.1=9.2=4.6,0.92,0.92,0.86,0.86,0.86,0.86,0.86,0.86,0.61,0.86,0.86,0.86,0.92,0.86,0.61,0.92,0.86,0.61,0.86,0.61,0.61,0.86,2,4,0,0,33.643,1.537=4.099=7.045=9.222=12.808=11.271=7.941=4.867=2.562=1.281,28,0.231=0.615=1.057=1.383=1.921=1.691=1.191=0.73=0.384=0.192,0.768=2.049=3.522=4.611=6.404=5.636=3.971=2.434=1.281=0.64,0.634=1.691=2.906=3.804=5.283=4.649=3.276=2.008=1.057=0.528,2
反坦克炮,一战,100,0.002,0.006,5,31.491,0.003=0.008=0.014=0.019=0.026=0.023=0.016=0.01=0.005=0.003,2.529=6.743=11.59=15.172=21.073=18.544=13.065=8.008=4.215=2.107,6.57,0.003=0.008=0.014=0.019=0.026=0.023=0.016=0.01=0.005=0.003,0.004=0.01=0.017=0.023=0.032=0.028=0.02=0.012=0.006=0.003,0.004=0.01=0.017=0.023=0.032=0.028=0.02=0.012=0.006=0.003,0.6,0.007,0.001=0.002=0.005=0.008=0.012=0.015=0.014=0.01=0.007=0.003,0.004=0.012=0.02=0.026=0.037=0.032=0.023=0.014=0.007=0.004,1.054=2.81=4.829=6.322=8.78=7.727=5.444=3.336=1.756=0.878,0.527=1.405=2.415=3.161=4.39=3.863=2.722=1.668=0.878=0.439,0.008=0.015=0.023=0.03=0.037=0.035=0.03=0.023=0.015=0.008,0.579=1.106=1.633=2.16=2.634=2.502=2.16=1.633=1.106=0.579,0=0=0=0=0=0=0=0=0=0,0.004=0.012=0.02=0.026=0.037=0.032=0.023=0.014=0.007=0.004,0=1.9=4.75=9.5=16.15=19=17.1=13.3=7.6=3.8,0.9,0.9,0.84,0.84,0.84,0.84,0.84,0.84,0.59,0.84,0.84,0.84,0.9,0.84,0.59,0.9,0.84,0.59,0.84,0.59,0.59,0.84,14,4,0.35,0.08,33.716,1.686=4.495=7.727=10.115=14.048=12.363=8.71=5.338=2.81=1.405,25.5,1.054=2.81=4.829=6.322=8.78=7.727=5.444=3.336=1.756=0.878,0.527=1.405=2.415=3.161=4.39=3.863=2.722=1.668=0.878=0.439,0.695=1.854=3.187=4.172=5.795=5.1=3.593=2.202=1.159=0.579,2
反坦克炮,二战,350,0.002,0.006,5,35.624,0.004=0.011=0.019=0.025=0.035=0.031=0.022=0.013=0.007=0.004,4.113=10.968=18.852=24.678=34.276=30.163=21.251=13.025=6.855=3.428,9.254,0.004=0.011=0.019=0.025=0.035=0.031=0.022=0.013=0.007=0.004,0.005=0.013=0.023=0.03=0.042=0.037=0.026=0.016=0.008=0.004,0.005=0.013=0.023=0.03=0.042=0.037=0.026=0.016=0.008=0.004,2.8,0.034,0.001=0.002=0.006=0.011=0.016=0.02=0.018=0.014=0.009=0.004,0.006=0.016=0.027=0.035=0.049=0.043=0.03=0.019=0.01=0.005,1.714=4.57=7.855=10.283=14.282=12.568=8.855=5.427=2.856=1.428,0.857=2.285=3.927=5.141=7.141=6.284=4.427=2.713=1.428=0.714,0.011=0.021=0.03=0.04=0.049=0.047=0.04=0.03=0.021=0.011,0.943=1.799=2.656=3.513=4.284=4.07=3.513=2.656=1.799=0.943,0=0=0=0=0=0=0=0=0=0,0.006=0.016=0.027=0.035=0.049=0.043=0.03=0.019=0.01=0.005,0=2.3=5.75=11.5=19.55=23=20.7=16.1=9.2=4.6,0.92,0.92,0.86,0.86,0.86,0.86,0.86,0.86,0.61,0.86,0.86,0.86,0.92,0.86,0.61,0.92,0.86,0.61,0.86,0.61,0.61,0.86,14,4,0.35,0.08,37.158,2.742=7.312=12.568=16.452=22.85=20.108=14.167=8.683=4.57=2.285,28,1.714=4.57=7.855=10.283=14.282=12.568=8.855=5.427=2.856=1.428,0.857=2.285=3.927=5.141=7.141=6.284=4.427=2.713=1.428=0.714,1.131=3.016=5.184=6.787=9.426=8.295=5.844=3.582=1.885=0.943,2
反坦克炮,冷战,800,0.002,0.006,5,41.799,0.006=0.016=0.028=0.037=0.051=0.045=0.031=0.019=0.01=0.005,6.699=17.865=30.705=40.196=55.828=49.128=34.613=21.215=11.166=5.583,13.909,0.006=0.016=0.028=0.037=0.051=0.045=0.031=0.019=0.01=0.005,0.007=0.019=0.033=0.044=0.061=0.054=0.038=0.023=0.012=0.006,0.007=0.019=0.033=0.044=0.061=0.054=0.038=0.023=0.012=0.006,9.28,0.111,0.001=0.003=0.009=0.016=0.023=0.029=0.026=0.02=0.013=0.006,0.009=0.023=0.039=0.051=0.071=0.063=0.044=0.027=0.014=0.007,2.791=7.444=12.794=16.748=23.262=20.47=14.422=8.839=4.652=2.326,1.396=3.722=6.397=8.374=11.631=10.235=7.211=4.42=2.326=1.163,0.016=0.03=0.044=0.058=0.071=0.067=0.058=0.044=0.03=0.016,1.535=2.931=4.327=5.722=6.978=6.63=5.722=4.327=2.931=1.535,0=0=0=0=0=0=0=0=0=0,0.009=0.023=0.039=0.051=0.071=0.063=0.044=0.027=0.014=0.007,0=2.7=6.75=13.5=22.95=27=24.3=18.9=10.8=5.4,0.956,0.956,0.896,0.896,0.896,0.896,0.896,0.896,0.646,0.896,0.896,0.896,0.956,0.896,0.646,0.956,0.896,0.646,0.896,0.646,0.646,0.896,14,4,0.35,0.08,41.744,4.466=11.91=20.47=26.797=37.218=32.752=23.075=14.143=7.444=3.722,32.5,2.791=7.444=12.794=16.748=23.262=20.47=14.422=8.839=4.652=2.326,1.396=3.722=6.397=8.374=11.631=10.235=7.211=4.42=2.326=1.163,1.842=4.913=8.444=11.054=15.353=13.51=9.519=5.834=3.071=1.535,2
反坦克歼击车,二战,1100,0.002,0.006,22,36.7,0.004=0.011=0.019=0.025=0.035=0.031=0.022=0.013=0.007=0.004,4.817=12.846=22.079=28.904=40.144=35.327=24.889=15.255=8.029=4.014,9.724,0.004=0.011=0.019=0.025=0.035=0.031=0.022=0.013=0.007=0.004,0.005=0.013=0.023=0.03=0.042=0.037=0.026=0.016=0.008=0.004,0.005=0.013=0.023=0.03=0.042=0.037=0.026=0.016=0.008=0.004,8.8,0.106,0.001=0.002=0.006=0.011=0.016=0.02=0.018=0.014=0.009=0.004,0.006=0.016=0.027=0.035=0.049=0.043=0.03=0.019=0.01=0.005,2.007=5.353=9.2=12.043=16.727=14.719=10.371=6.356=3.345=1.673,1.004=2.676=4.6=6.022=8.363=7.36=5.185=3.178=1.673=0.836,0.011=0.021=0.03=0.04=0.049=0.047=0.04=0.03=0.021=0.011,1.104=2.108=3.111=4.115=5.018=4.767=4.115=3.111=2.108=1.104,0=0=0=0=0=0=0=0=0=0,0.006=0.016=0.027=0.035=0.049=0.043=0.03=0.019=0.01=0.005,0=2.3=5.75=11.5=19.55=23=20.7=16.1=9.2=4.6,0.92,0.92,0.86,0.86,0.86,0.86,0.86,0.86,0.61,0.86,0.86,0.86,0.92,0.86,0.61,0.92,0.86,0.61,0.86,0.61,0.61,0.86,61,8,0.12,0.02,38.527,3.212=8.564=14.719=19.269=26.763=23.551=16.593=10.17=5.353=2.676,28,2.007=5.353=9.2=12.043=16.727=14.719=10.371=6.356=3.345=1.673,1.004=2.676=4.6=6.022=8.363=7.36=5.185=3.178=1.673=0.836,1.325=3.533=6.072=7.948=11.04=9.715=6.845=4.195=2.208=1.104,2
反坦克歼击车,冷战,2500,0.002,0.006,22,42.879,0.006=0.016=0.028=0.037=0.051=0.045=0.031=0.019=0.01=0.005,7.725=20.6=35.406=46.35=64.374=56.649=39.912=24.462=12.875=6.437,14.592,0.006=0.016=0.028=0.037=0.051=0.045=0.031=0.019=0.01=0.005,0.007=0.019=0.033=0.044=0.061=0.054=0.038=0.023=0.012=0.006,0.007=0.019=0.033=0.044=0.061=0.054=0.038=0.023=0.012=0.006,29,0.348,0.001=0.003=0.009=0.016=0.023=0.029=0.026=0.02=0.013=0.006,0.009=0.023=0.039=0.051=0.071=0.063=0.044=0.027=0.014=0.007,3.219=8.583=14.752=19.312=26.823=23.604=16.63=10.193=5.365=2.682,1.609=4.292=7.376=9.656=13.411=11.802=8.315=5.096=2.682=1.341,0.016=0.03=0.044=0.058=0.071=0.067=0.058=0.044=0.03=0.016,1.77=3.38=4.989=6.598=8.047=7.644=6.598=4.989=3.38=1.77,0=0=0=0=0=0=0=0=0=0,0.009=0.023=0.039=0.051=0.071=0.063=0.044=0.027=0.014=0.007,0=2.7=6.75=13.5=22.95=27=24.3=18.9=10.8=5.4,0.956,0.956,0.896,0.896,0.896,0.896,0.896,0.896,0.646,0.896,0.896,0.896,0.956,0.896,0.646,0.956,0.896,0.646,0.896,0.646,0.646,0.896,61,12,0.12,0.02,43.119,5.15=13.733=23.604=30.9=42.916=37.766=26.608=16.308=8.583=4.292,32.5,3.219=8.583=14.752=19.312=26.823=23.604=16.63=10.193=5.365=2.682,1.609=4.292=7.376=9.656=13.411=11.802=8.315=5.096=2.682=1.341,2.124=5.665=9.737=12.746=17.703=15.579=10.976=6.727=3.541=1.77,2
单兵反坦克导弹,冷战,150,0.002,0.006,2,40.249,0.006=0.016=0.028=0.037=0.051=0.045=0.031=0.019=0.01=0.005,5.229=13.943=23.964=31.372=43.572=38.343=27.014=16.557=8.714=4.357,12.928,0.006=0.016=0.028=0.037=0.051=0.045=0.031=0.019=0.01=0.005,0.007=0.019=0.033=0.044=0.061=0.054=0.038=0.023=0.012=0.006,0.007=0.019=0.033=0.044=0.061=0.054=0.038=0.023=0.012=0.006,1.74,0.021,0.001=0.003=0.009=0.016=0.023=0.029=0.026=0.02=0.013=0.006,0.009=0.023=0.039=0.051=0.071=0.063=0.044=0.027=0.014=0.007,2.179=5.81=9.985=13.072=18.155=15.976=11.256=6.899=3.631=1.815,1.089=2.905=4.993=6.536=9.077=7.988=5.628=3.449=1.815=0.908,0.016=0.03=0.044=0.058=0.071=0.067=0.058=0.044=0.03=0.016,1.198=2.288=3.377=4.466=5.446=5.174=4.466=3.377=2.288=1.198,0=0=0=0=0=0=0=0=0=0,0.009=0.023=0.039=0.051=0.071=0.063=0.044=0.027=0.014=0.007,0=4.59=11.475=22.95=39.015=45.9=41.31=32.13=18.36=9.18,0.956,0.956,0.896,0.896,0.896,0.896,0.896,0.896,0.646,0.896,0.896,0.896,0.956,0.896,0.646,0.956,0.896,0.646,0.896,0.646,0.646,0.896,5,4,0,0,39.772,3.486=9.295=15.976=20.914=29.048=25.562=18.01=11.038=5.81=2.905,32.5,2.179=5.81=9.985=13.072=18.155=15.976=11.256=6.899=3.631=1.815,1.089=2.905=4.993=6.536=9.077=7.988=5.628=3.449=1.815=0.908,1.438=3.834=6.59=8.627=11.982=10.544=7.429=4.553=2.396=1.198,0
单兵反坦克导弹,现代,400,0.002,0.006,2,47.748,0.008=0.022=0.039=0.05=0.07=0.062=0.043=0.027=0.014=0.007,8.389=22.37=38.449=50.333=69.907=61.518=43.342=26.565=13.981=6.991,18.617,0.008=0.022=0.039=0.05=0.07=0.062=0.043=0.027=0.014=0.007,0.01=0.027=0.046=0.06=0.084=0.074=0.052=0.032=0.017=0.008,0.01=0.027=0.046=0.06=0.084=0.074=0.052=0.032=0.017=0.008,6.4,0.077,0.002=0.005=0.013=0.022=0.032=0.04=0.036=0.028=0.018=0.009,0.012=0.031=0.054=0.071=0.098=0.086=0.061=0.037=0.02=0.01,3.495=9.321=16.02=20.972=29.128=25.632=18.059=11.069=5.826=2.913,1.748=4.66=8.01=10.486=14.564=12.816=9.03=5.534=2.913=1.456,0.022=0.041=0.061=0.08=0.098=0.093=0.08=0.061=0.041=0.022,1.922=3.67=5.418=7.165=8.738=8.301=7.165=5.418=3.67=1.922,0=0=0=0=0=0=0=0=0=0,0.012=0.031=0.054=0.071=0.098=0.086=0.061=0.037=0.02=0.01,0=5.44=13.6=27.2=46.24=54.4=48.96=38.08=21.76=10.88,1,1,0.94,0.94,0.94,0.94,0.94,0.94,0.69,0.94,0.94,0.94,1,0.94,0.69,1,0.94,0.69,0.94,0.69,0.69,0.94,5,4,0,0,45.316,5.593=14.913=25.632=33.555=46.605=41.012=28.895=17.71=9.321=4.66,38,3.495=9.321=16.02=20.972=29.128=25.632=18.059=11.069=5.826=2.913,1.748=4.66=8.01=10.486=14.564=12.816=9.03=5.534=2.913=1.456,2.307=6.152=10.573=13.842=19.224=16.917=11.919=7.305=3.845=1.922,0
迫击炮,一战,15,0.002,0.006,4,30.075,0.003=0.008=0.014=0.019=0.026=0.023=0.016=0.01=0.005=0.003,1.834=4.89=8.405=11.003=15.281=13.448=9.475=5.807=3.056=1.528,4.58,0.003=0.008=0.014=0.019=0.026=0.023=0.016=0.01=0.005=0.003,0.004=0.01=0.017=0.023=0.032=0.028=0.02=0.012=0.006=0.003,0.004=0.01=0.017=0.023=0.032=0.028=0.02=0.012=0.006=0.003,0.09,0.001,0.007=0.016=0.043=0.074=0.108=0.135=0.122=0.094=0.061=0.03,0.004=0.012=0.02=0.026=0.037=0.032=0.023=0.014=0.007=0.004,0.159=0.382=1.019=1.751=2.547=3.184=2.865=2.229=1.433=0.7,0.382=0.917=2.445=4.202=6.113=7.641=6.877=5.349=3.438=1.681,0.008=0.015=0.023=0.03=0.037=0.035=0.03=0.023=0.015=0.008,0.42=0.802=1.184=1.566=1.91=1.815=1.566=1.184=0.802=0.42,0=0=0=0=0=0=0=0=0=0,0.004=0.012=0.02=0.026=0.037=0.032=0.023=0.014=0.007=0.004,0=1.9=4.75=9.5=16.15=19=17.1=13.3=7.6=3.8,0.9,0.9,0.84,0.84,0.84,0.84,0.84,0.84,0.59,0.84,0.84,0.84,0.9,0.84,0.59,0.9,0.84,0.59,0.84,0.59,0.59,0.84,11,4,0.35,0.08,31.914,1.223=3.26=5.603=7.335=10.188=8.965=6.316=3.871=2.038=1.019,25.5,0.159=0.382=1.019=1.751=2.547=3.184=2.865=2.229=1.433=0.7,0.382=0.917=2.445=4.202=6.113=7.641=6.877=5.349=3.438=1.681,0.504=1.345=2.311=3.026=4.202=3.698=2.605=1.597=0.84=0.42,1
迫击炮,二战,20,0.002,0.006,4,33.25,0.004=0.011=0.019=0.025=0.035=0.031=0.022=0.013=0.007=0.004,2.559=6.824=11.729=15.354=21.325=18.766=13.222=8.104=4.265=2.133,6.164,0.004=0.011=0.019=0.025=0.035=0.031=0.022=0.013=0.007=0.004,0.005=0.013=0.023=0.03=0.042=0.037=0.026=0.016=0.008=0.004,0.005=0.013=0.023=0.03=0.042=0.037=0.026=0.016=0.008=0.004,0.16,0.002,0.009=0.022=0.058=0.099=0.144=0.18=0.162=0.126=0.081=0.04,0.006=0.016=0.027=0.035=0.049=0.043=0.03=0.019=0.01=0.005,0.222=0.533=1.422=2.444=3.554=4.443=3.999=3.11=1.999=0.977,0.533=1.28=3.412=5.865=8.53=10.663=9.596=7.464=4.798=2.346,0.011=0.021=0.03=0.04=0.049=0.047=0.04=0.03=0.021=0.011,0.586=1.12=1.653=2.186=2.666=2.532=2.186=1.653=1.12=0.586,0=0=0=0=0=0=0=0=0=0,0.006=0.016=0.027=0.035=0.049=0.043=0.03=0.019=0.01=0.005,0=2.3=5.75=11.5=19.55=23=20.7=16.1=9.2=4.6,0.92,0.92,0.86,0.86,0.86,0.86,0.86,0.86,0.61,0.86,0.86,0.86,0.92,0.86,0.61,0.92,0.86,0.61,0.86,0.61,0.61,0.86,11,4,0.35,0.08,34.136,1.706=4.549=7.819=10.236=14.217=12.511=8.815=5.402=2.843=1.422,28,0.222=0.533=1.422=2.444=3.554=4.443=3.999=3.11=1.999=0.977,0.533=1.28=3.412=5.865=8.53=10.663=9.596=7.464=4.798=2.346,0.704=1.877=3.225=4.222=5.865=5.161=3.636=2.229=1.173=0.586,1
迫击炮,冷战,40,0.002,0.006,4,39.138,0.006=0.016=0.028=0.037=0.051=0.045=0.031=0.019=0.01=0.005,4.174=11.13=19.13=25.043=34.782=30.608=21.565=13.217=6.956=3.478,9.169,0.006=0.016=0.028=0.037=0.051=0.045=0.031=0.019=0.01=0.005,0.007=0.019=0.033=0.044=0.061=0.054=0.038=0.023=0.012=0.006,0.007=0.019=0.033=0.044=0.061=0.054=0.038=0.023=0.012=0.006,0.464,0.006,0.013=0.031=0.084=0.144=0.209=0.261=0.235=0.183=0.117=0.057,0.009=0.023=0.039=0.051=0.071=0.063=0.044=0.027=0.014=0.007,0.362=0.87=2.319=3.985=5.797=7.246=6.522=5.072=3.261=1.594,0.87=2.087=5.565=9.565=13.913=17.391=15.652=12.174=7.826=3.826,0.016=0.03=0.044=0.058=0.071=0.067=0.058=0.044=0.03=0.016,0.957=1.826=2.696=3.565=4.348=4.13=3.565=2.696=1.826=0.957,0=0=0=0=0=0=0=0=0=0,0.009=0.023=0.039=0.051=0.071=0.063=0.044=0.027=0.014=0.007,0=2.7=6.75=13.5=22.95=27=24.3=18.9=10.8=5.4,0.956,0.956,0.896,0.896,0.896,0.896,0.896,0.896,0.646,0.896,0.896,0.896,0.956,0.896,0.646,0.956,0.896,0.646,0.896,0.646,0.646,0.896,11,4,0.35,0.08,38.357,2.783=7.42=12.753=16.695=23.188=20.405=14.377=8.811=4.638=2.319,32.5,0.362=0.87=2.319=3.985=5.797=7.246=6.522=5.072=3.261=1.594,0.87=2.087=5.565=9.565=13.913=17.391=15.652=12.174=7.826=3.826,1.148=3.061=5.261=6.887=9.565=8.417=5.93=3.635=1.913=0.957,1
迫击炮,现代,90,0.002,0.006,4,46.4,0.008=0.022=0.039=0.05=0.07=0.062=0.043=0.027=0.014=0.007,6.624=17.664=30.36=39.744=55.2=48.576=34.224=20.976=11.04=5.52,13.08,0.008=0.022=0.039=0.05=0.07=0.062=0.043=0.027=0.014=0.007,0.01=0.027=0.046=0.06=0.084=0.074=0.052=0.032=0.017=0.008,0.01=0.027=0.046=0.06=0.084=0.074=0.052=0.032=0.017=0.008,1.44,0.017,0.018=0.043=0.115=0.198=0.288=0.36=0.324=0.252=0.162=0.079,0.012=0.031=0.054=0.071=0.098=0.086=0.061=0.037=0.02=0.01,0.575=1.38=3.68=6.325=9.2=11.5=10.35=8.05=5.175=2.53,1.38=3.312=8.832=15.18=22.08=27.6=24.84=19.32=12.42=6.072,0.022=0.041=0.061=0.08=0.098=0.093=0.08=0.061=0.041=0.022,1.518=2.898=4.278=5.658=6.9=6.555=5.658=4.278=2.898=1.518,0=0=0=0=0=0=0=0=0=0,0.012=0.031=0.054=0.071=0.098=0.086=0.061=0.037=0.02=0.01,0=3.2=8=16=27.2=32=28.8=22.4=12.8=6.4,1,1,0.94,0.94,0.94,0.94,0.94,0.94,0.69,0.94,0.94,0.94,1,0.94,0.69,1,0.94,0.69,0.94,0.69,0.69,0.94,11,4,0.35,0.08,43.6,4.416=11.776=20.24=26.496=36.8=32.384=22.816=13.984=7.36=3.68,38,0.575=1.38=3.68=6.325=9.2=11.5=10.35=8.05=5.175=2.53,1.38=3.312=8.832=15.18=22.08=27.6=24.84=19.32=12.42=6.072,1.822=4.858=8.349=10.93=15.18=13.358=9.412=5.768=3.036=1.518,1
步兵炮,一战,120,0.002,0.006,18,31.651,0.003=0.008=0.014=0.019=0.026=0.023=0.016=0.01=0.005=0.003,2.607=6.952=11.949=15.642=21.725=19.118=13.47=8.256=4.345=2.173,4.967,0.003=0.008=0.014=0.019=0.026=0.023=0.016=0.01=0.005=0.003,0.004=0.01=0.017=0.023=0.032=0.028=0.02=0.012=0.006=0.003,0.004=0.01=0.017=0.023=0.032=0.028=0.02=0.012=0.006=0.003,0.72,0.009,0.007=0.016=0.043=0.074=0.108=0.135=0.122=0.094=0.061=0.03,0.004=0.012=0.02=0.026=0.037=0.032=0.023=0.014=0.007=0.004,0.226=0.543=1.448=2.489=3.621=4.526=4.074=3.168=2.037=0.996,0.543=1.304=3.476=5.975=8.69=10.863=9.776=7.604=4.888=2.39,0.008=0.015=0.023=0.03=0.037=0.035=0.03=0.023=0.015=0.008,0.597=1.141=1.684=2.227=2.716=2.58=2.227=1.684=1.141=0.597,0=0=0=0=0=0=0=0=0=0,0.004=0.012=0.02=0.026=0.037=0.032=0.023=0.014=0.007=0.004,0=1.9=4.75=9.5=16.15=19=17.1=13.3=7.6=3.8,0.9,0.9,0.84,0.84,0.84,0.84,0.84,0.84,0.59,0.84,0.84,0.84,0.9,0.84,0.59,0.9,0.84,0.59,0.84,0.59,0.59,0.84,50,4,0.35,0.08,33.919,1.738=4.635=7.966=10.428=14.484=12.746=8.98=5.504=2.897=1.448,25.5,0.226=0.543=1.448=2.489=3.621=4.526=4.074=3.168=2.037=0.996,0.543=1.304=3.476=5.975=8.69=10.863=9.776=7.604=4.888=2.39,0.717=1.912=3.286=4.302=5.975=5.258=3.704=2.27=1.195=0.597,0
