武器种类,时代,成本,移动映射成本损耗/H,交战映射成本损耗/H,编制宽度,组织度,侦查（10阶段）,防御（10阶段）,装甲厚度,火控（10阶段）,电子干扰（10阶段）,电子抗性（10阶段）,燃料容量,燃料每轮消耗,对地友伤（10阶段）,对地命中（10阶段）,对地穿甲穿透（10阶段）,对地压制（10阶段）,对空命中（10阶段）,对空伤害（10阶段）,对空装甲穿透（不用设计就是0即可）,对海命中（10阶段）,对海装甲穿透（10阶段）,海洋适应性,平原适应性,城市适应性,丘陵适应性,森林适应性,丛林适应性,山地适应性,沙漠适应性,沼泽适应性,可通行冰面湖泊适应性,酷暑适应性,炎热适应性,温和适应性,严寒适应性,极寒适应性,晴朗适应性,小雨适应性,暴雨适应性,小雪适应性,暴风雪适应性,沙尘暴适应性,大雾适应性,人力占用,速度（km/h）,部队摩托化时卡车成本系数,部队非摩托化时卡车成本系数,血量,突破（10阶段）,堑壕防御,对地硬攻（10阶段）,对地软攻（10阶段）,对海伤害（10阶段）,武器定位
机枪,一战,20,0.002,0.006,2,30.25,0.0300=0.0360=0.0420=0.0480=0.0540=0.0600=0.0540=0.0480=0.0420=0.0360,1.4400=1.5840=2.0160=2.4480=2.8800=2.4480=2.0160=1.5840=1.4400=1.4400,0.000,0.0600=0.0600=0.0600=0.0600=0.0600=0.0600=0.0600=0.0600=0.0600=0.0600,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0.12,0.001,0.001=0.002=0.005=0.008=0.012=0.015=0.014=0.01=0.007=0.003,0.2800=0.2800=0.4200=0.5600=0.7000=0.5600=0.4200=0.2800=0.2800=0.2800,0.0648=0.0864=0.1296=0.1728=0.2160=0.1728=0.1296=0.0864=0.0648=0.0648,3.6000=4.5000=9.0000=13.5000=18.0000=13.5000=9.0000=4.5000=3.6000=3.6000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0=0=0=0=0=0=0=0=0=0,0.004=0.012=0.02=0.026=0.037=0.032=0.023=0.014=0.007=0.004,0=1.9=4.75=9.5=16.15=19=17.1=13.3=7.6=3.8,0.9,0.9,0.84,0.84,0.84,0.84,0.84,0.84,0.59,0.84,0.84,0.84,0.9,0.84,0.59,0.9,0.84,0.59,0.84,0.59,0.59,0.84,5,4,0,0,32.136,0.720,0.00,0.1620=0.2700=0.5400=0.8100=1.0800=0.8100=0.5400=0.2700=0.1620=0.1620,2.1600=2.7000=5.4000=8.1000=10.8000=8.1000=5.4000=2.7000=2.1600=2.1600,0.528=1.407=2.419=3.167=4.398=3.871=2.727=1.671=0.88=0.44,0
机枪,二战,15,0.002,0.006,2,33.075,0.0500=0.0600=0.0700=0.0800=0.0900=0.1000=0.0900=0.0800=0.0700=0.0600,2.4000=2.6400=3.3600=4.0800=4.8000=4.0800=3.3600=2.6400=2.4000=2.4000,0.000,0.1000=0.1000=0.1000=0.1000=0.1000=0.1000=0.1000=0.1000=0.1000=0.1000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0.12,0.001,0.001=0.002=0.006=0.011=0.016=0.02=0.018=0.014=0.009=0.004,0.2800=0.2800=0.4200=0.5600=0.7000=0.5600=0.4200=0.2800=0.2800=0.2800,0.1080=0.1440=0.2160=0.2880=0.3600=0.2880=0.2160=0.1440=0.1080=0.1080,6.0000=7.5000=15.0000=22.5000=30.0000=22.5000=15.0000=7.5000=6.0000=6.0000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0=0=0=0=0=0=0=0=0=0,0.006=0.016=0.027=0.035=0.049=0.043=0.03=0.019=0.01=0.005,0=2.3=5.75=11.5=19.55=23=20.7=16.1=9.2=4.6,0.92,0.92,0.86,0.86,0.86,0.86,0.86,0.86,0.61,0.86,0.86,0.86,0.92,0.86,0.61,0.92,0.86,0.61,0.86,0.61,0.61,0.86,5,4,0,0,33.914,1.200,0.00,0.2700=0.4500=0.9000=1.3500=1.8000=1.3500=0.9000=0.4500=0.2700=0.2700,3.6000=4.5000=9.0000=13.5000=18.0000=13.5000=9.0000=4.5000=3.6000=3.6000,0.672=1.793=3.082=4.034=5.603=4.931=3.474=2.129=1.121=0.56,0
机枪,冷战,25,0.002,0.006,2,38.797,0.0750=0.0900=0.1050=0.1200=0.1350=0.1500=0.1350=0.1200=0.1050=0.0900,3.6000=3.9600=5.0400=6.1200=7.2000=6.1200=5.0400=3.9600=3.6000=3.6000,0.000,0.1500=0.1500=0.1500=0.1500=0.1500=0.1500=0.1500=0.1500=0.1500=0.1500,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0.29,0.003,0.001=0.003=0.009=0.016=0.023=0.029=0.026=0.02=0.013=0.006,0.2800=0.2800=0.4200=0.5600=0.7000=0.5600=0.4200=0.2800=0.2800=0.2800,0.1620=0.2160=0.3240=0.4320=0.5400=0.4320=0.3240=0.2160=0.1620=0.1620,9.0000=11.2500=22.5000=33.7500=45.0000=33.7500=22.5000=11.2500=9.0000=9.0000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0=0=0=0=0=0=0=0=0=0,0.009=0.023=0.039=0.051=0.071=0.063=0.044=0.027=0.014=0.007,0=2.7=6.75=13.5=22.95=27=24.3=18.9=10.8=5.4,0.956,0.956,0.896,0.896,0.896,0.896,0.896,0.896,0.646,0.896,0.896,0.896,0.956,0.896,0.646,0.956,0.896,0.646,0.896,0.646,0.646,0.896,5,4,0,0,37.923,1.800,0.00,0.4050=0.6750=1.3500=2.0250=2.7000=2.0250=1.3500=0.6750=0.4050=0.4050,5.4000=6.7500=13.5000=20.2500=27.0000=20.2500=13.5000=6.7500=5.4000=5.4000,1.059=2.824=4.853=6.353=8.824=7.765=5.471=3.353=1.765=0.882,0
机枪,现代,45,0.002,0.006,2,45.829,0.1250=0.1500=0.1750=0.2000=0.2250=0.2500=0.2250=0.2000=0.1750=0.1500,6.0000=6.6000=8.4000=10.2000=12.0000=10.2000=8.4000=6.6000=6.0000=6.0000,0.000,0.2500=0.2500=0.2500=0.2500=0.2500=0.2500=0.2500=0.2500=0.2500=0.2500,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0.72,0.009,0.002=0.005=0.013=0.022=0.032=0.04=0.036=0.028=0.018=0.009,0.2800=0.2800=0.4200=0.5600=0.7000=0.5600=0.4200=0.2800=0.2800=0.2800,0.2700=0.3600=0.5400=0.7200=0.9000=0.7200=0.5400=0.3600=0.2700=0.2700,15.0000=18.7500=37.5000=56.2500=75.0000=56.2500=37.5000=18.7500=15.0000=15.0000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0=0=0=0=0=0=0=0=0=0,0.012=0.031=0.054=0.071=0.098=0.086=0.061=0.037=0.02=0.01,0=3.2=8=16=27.2=32=28.8=22.4=12.8=6.4,1,1,0.94,0.94,0.94,0.94,0.94,0.94,0.69,0.94,0.94,0.94,1,0.94,0.69,1,0.94,0.69,0.94,0.69,0.69,0.94,5,4,0,0,42.873,3.000,0.00,0.6750=1.1250=2.2500=3.3750=4.5000=3.3750=2.2500=1.1250=0.6750=0.6750,9.0000=11.2500=22.5000=33.7500=45.0000=33.7500=22.5000=11.2500=9.0000=9.0000,1.616=4.309=7.407=9.696=13.466=11.85=8.349=5.117=2.693=1.347,0
反坦克步枪,一战,15,0.002,0.006,1,30.075,0.0300=0.0360=0.0420=0.0480=0.0540=0.0600=0.0540=0.0480=0.0420=0.0360,1.0080=1.2240=1.4400=1.2240=1.0080=0.7920=0.7200=0.7200=0.7200=0.7200,0.000,0.0600=0.0600=0.0600=0.0600=0.0600=0.0600=0.0600=0.0600=0.0600=0.0600,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0.09,0.001,0.001=0.002=0.005=0.008=0.012=0.015=0.014=0.01=0.007=0.003,0.5100=0.6800=0.8500=0.6800=0.5100=0.3400=0.3400=0.3400=0.3400=0.3400,2.3760=3.8880=5.4000=3.8880=2.3760=1.6200=1.6200=1.6200=1.6200=1.6200,0.3240=0.7020=1.0800=0.7020=0.3240=0.2160=0.2160=0.2160=0.2160=0.2160,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0=0=0=0=0=0=0=0=0=0,0.004=0.012=0.02=0.026=0.037=0.032=0.023=0.014=0.007=0.004,0=1.9=4.75=9.5=16.15=19=17.1=13.3=7.6=3.8,0.9,0.9,0.84,0.84,0.84,0.84,0.84,0.84,0.59,0.84,0.84,0.84,0.9,0.84,0.59,0.9,0.84,0.59,0.84,0.59,0.59,0.84,2,4,0,0,31.914,0.360,12.00,8.6400=18.7200=28.8000=18.7200=8.6400=4.3200=4.3200=4.3200=4.3200=4.3200,0.3240=0.7020=1.0800=0.7020=0.3240=0.2160=0.2160=0.2160=0.2160=0.2160,0.504=1.345=2.311=3.026=4.202=3.698=2.605=1.597=0.84=0.42,2
反坦克步枪,二战,10,0.002,0.006,1,32.862,0.0500=0.0600=0.0700=0.0800=0.0900=0.1000=0.0900=0.0800=0.0700=0.0600,1.6800=2.0400=2.4000=2.0400=1.6800=1.3200=1.2000=1.2000=1.2000=1.2000,0.000,0.1000=0.1000=0.1000=0.1000=0.1000=0.1000=0.1000=0.1000=0.1000=0.1000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0.08,0.001,0.001=0.002=0.006=0.011=0.016=0.02=0.018=0.014=0.009=0.004,0.5100=0.6800=0.8500=0.6800=0.5100=0.3400=0.3400=0.3400=0.3400=0.3400,3.9600=6.4800=9.0000=6.4800=3.9600=2.7000=2.7000=2.7000=2.7000=2.7000,0.5400=1.1700=1.8000=1.1700=0.5400=0.3600=0.3600=0.3600=0.3600=0.3600,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0=0=0=0=0=0=0=0=0=0,0.006=0.016=0.027=0.035=0.049=0.043=0.03=0.019=0.01=0.005,0=2.3=5.75=11.5=19.55=23=20.7=16.1=9.2=4.6,0.92,0.92,0.86,0.86,0.86,0.86,0.86,0.86,0.61,0.86,0.86,0.86,0.92,0.86,0.61,0.92,0.86,0.61,0.86,0.61,0.61,0.86,2,4,0,0,33.643,0.600,20.00,14.4000=31.2000=48.0000=31.2000=14.4000=7.2000=7.2000=7.2000=7.2000=7.2000,0.5400=1.1700=1.8000=1.1700=0.5400=0.3600=0.3600=0.3600=0.3600=0.3600,0.634=1.691=2.906=3.804=5.283=4.649=3.276=2.008=1.057=0.528,2
反坦克炮,一战,100,0.002,0.006,5,31.491,0.0300=0.0360=0.0420=0.0480=0.0540=0.0600=0.0540=0.0480=0.0420=0.0360,3.6000=3.9600=5.0400=6.1200=7.2000=6.1200=5.0400=3.9600=3.6000=3.6000,0.000,0.0600=0.0600=0.0600=0.0600=0.0600=0.0600=0.0600=0.0600=0.0600=0.0600,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0.6,0.007,0.001=0.002=0.005=0.008=0.012=0.015=0.014=0.01=0.007=0.003,0.3400=0.3400=0.5100=0.6800=0.8500=0.6800=0.5100=0.3400=0.3400=0.3400,12.9600=17.2800=25.9200=34.5600=43.2000=34.5600=25.9200=17.2800=12.9600=12.9600,1.8000=2.2500=4.5000=6.7500=9.0000=6.7500=4.5000=2.2500=1.8000=1.8000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0=0=0=0=0=0=0=0=0=0,0.004=0.012=0.02=0.026=0.037=0.032=0.023=0.014=0.007=0.004,0=1.9=4.75=9.5=16.15=19=17.1=13.3=7.6=3.8,0.9,0.9,0.84,0.84,0.84,0.84,0.84,0.84,0.59,0.84,0.84,0.84,0.9,0.84,0.59,0.9,0.84,0.59,0.84,0.59,0.59,0.84,14,4,0.35,0.08,33.716,2.700,15.00,54.0000=90.0000=180.0000=270.0000=360.0000=270.0000=180.0000=90.0000=54.0000=54.0000,1.8000=2.2500=4.5000=6.7500=9.0000=6.7500=4.5000=2.2500=1.8000=1.8000,0.695=1.854=3.187=4.172=5.795=5.1=3.593=2.202=1.159=0.579,2
反坦克炮,二战,350,0.002,0.006,5,35.624,0.0500=0.0600=0.0700=0.0800=0.0900=0.1000=0.0900=0.0800=0.0700=0.0600,6.0000=6.6000=8.4000=10.2000=12.0000=10.2000=8.4000=6.6000=6.0000=6.0000,0.000,0.1000=0.1000=0.1000=0.1000=0.1000=0.1000=0.1000=0.1000=0.1000=0.1000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,2.8,0.034,0.001=0.002=0.006=0.011=0.016=0.02=0.018=0.014=0.009=0.004,0.3400=0.3400=0.5100=0.6800=0.8500=0.6800=0.5100=0.3400=0.3400=0.3400,21.6000=28.8000=43.2000=57.6000=72.0000=57.6000=43.2000=28.8000=21.6000=21.6000,3.0000=3.7500=7.5000=11.2500=15.0000=11.2500=7.5000=3.7500=3.0000=3.0000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0=0=0=0=0=0=0=0=0=0,0.006=0.016=0.027=0.035=0.049=0.043=0.03=0.019=0.01=0.005,0=2.3=5.75=11.5=19.55=23=20.7=16.1=9.2=4.6,0.92,0.92,0.86,0.86,0.86,0.86,0.86,0.86,0.61,0.86,0.86,0.86,0.92,0.86,0.61,0.92,0.86,0.61,0.86,0.61,0.61,0.86,14,4,0.35,0.08,37.158,4.500,25.00,90.0000=150.0000=300.0000=450.0000=600.0000=450.0000=300.0000=150.0000=90.0000=90.0000,3.0000=3.7500=7.5000=11.2500=15.0000=11.2500=7.5000=3.7500=3.0000=3.0000,1.131=3.016=5.184=6.787=9.426=8.295=5.844=3.582=1.885=0.943,2
反坦克炮,冷战,800,0.002,0.006,5,41.799,0.0750=0.0900=0.1050=0.1200=0.1350=0.1500=0.1350=0.1200=0.1050=0.0900,9.0000=9.9000=12.6000=15.3000=18.0000=15.3000=12.6000=9.9000=9.0000=9.0000,0.000,0.1500=0.1500=0.1500=0.1500=0.1500=0.1500=0.1500=0.1500=0.1500=0.1500,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,9.28,0.111,0.001=0.003=0.009=0.016=0.023=0.029=0.026=0.02=0.013=0.006,0.3400=0.3400=0.5100=0.6800=0.8500=0.6800=0.5100=0.3400=0.3400=0.3400,32.4000=43.2000=64.8000=86.4000=108.0000=86.4000=64.8000=43.2000=32.4000=32.4000,4.5000=5.6250=11.2500=16.8750=22.5000=16.8750=11.2500=5.6250=4.5000=4.5000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0=0=0=0=0=0=0=0=0=0,0.009=0.023=0.039=0.051=0.071=0.063=0.044=0.027=0.014=0.007,0=2.7=6.75=13.5=22.95=27=24.3=18.9=10.8=5.4,0.956,0.956,0.896,0.896,0.896,0.896,0.896,0.896,0.646,0.896,0.896,0.896,0.956,0.896,0.646,0.956,0.896,0.646,0.896,0.646,0.646,0.896,14,4,0.35,0.08,41.744,6.750,37.50,135.0000=225.0000=450.0000=675.0000=900.0000=675.0000=450.0000=225.0000=135.0000=135.0000,4.5000=5.6250=11.2500=16.8750=22.5000=16.8750=11.2500=5.6250=4.5000=4.5000,1.842=4.913=8.444=11.054=15.353=13.51=9.519=5.834=3.071=1.535,2
反坦克歼击车,二战,1100,0.002,0.006,22,36.7,0.0500=0.0600=0.0700=0.0800=0.0900=0.1000=0.0900=0.0800=0.0700=0.0600,49.5000=54.4500=69.3000=84.1500=99.0000=84.1500=69.3000=54.4500=49.5000=49.5000,1.500,0.1000=0.1000=0.1000=0.1000=0.1000=0.1000=0.1000=0.1000=0.1000=0.1000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,8.8,0.106,0.001=0.002=0.006=0.011=0.016=0.02=0.018=0.014=0.009=0.004,0.3200=0.3200=0.4800=0.6400=0.8000=0.6400=0.4800=0.3200=0.3200=0.3200,118.8000=158.4000=237.6000=316.8000=396.0000=316.8000=237.6000=158.4000=118.8000=118.8000,21.1200=26.4000=52.8000=79.2000=105.6000=79.2000=52.8000=26.4000=21.1200=21.1200,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0=0=0=0=0=0=0=0=0=0,0.006=0.016=0.027=0.035=0.049=0.043=0.03=0.019=0.01=0.005,0=2.3=5.75=11.5=19.55=23=20.7=16.1=9.2=4.6,0.92,0.92,0.86,0.86,0.86,0.86,0.86,0.86,0.61,0.86,0.86,0.86,0.92,0.86,0.61,0.92,0.86,0.61,0.86,0.61,0.61,0.86,61,8,0.12,0.02,38.527,66.000,0.00,495.0000=825.0000=1650.0000=2475.0000=3300.0000=2475.0000=1650.0000=825.0000=495.0000=495.0000,26.4000=33.0000=66.0000=99.0000=132.0000=99.0000=66.0000=33.0000=26.4000=26.4000,1.325=3.533=6.072=7.948=11.04=9.715=6.845=4.195=2.208=1.104,2
反坦克歼击车,冷战,2500,0.002,0.006,22,42.879,0.0750=0.0900=0.1050=0.1200=0.1350=0.1500=0.1350=0.1200=0.1050=0.0900,74.2500=81.6750=103.9500=126.2250=148.5000=126.2250=103.9500=81.6750=74.2500=74.2500,2.250,0.1500=0.1500=0.1500=0.1500=0.1500=0.1500=0.1500=0.1500=0.1500=0.1500,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,29,0.348,0.001=0.003=0.009=0.016=0.023=0.029=0.026=0.02=0.013=0.006,0.3200=0.3200=0.4800=0.6400=0.8000=0.6400=0.4800=0.3200=0.3200=0.3200,178.2000=237.6000=356.4000=475.2000=594.0000=475.2000=356.4000=237.6000=178.2000=178.2000,31.6800=39.6000=79.2000=118.8000=158.4000=118.8000=79.2000=39.6000=31.6800=31.6800,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0=0=0=0=0=0=0=0=0=0,0.009=0.023=0.039=0.051=0.071=0.063=0.044=0.027=0.014=0.007,0=2.7=6.75=13.5=22.95=27=24.3=18.9=10.8=5.4,0.956,0.956,0.896,0.896,0.896,0.896,0.896,0.896,0.646,0.896,0.896,0.896,0.956,0.896,0.646,0.956,0.896,0.646,0.896,0.646,0.646,0.896,61,12,0.12,0.02,43.119,99.000,0.00,742.5000=1237.5000=2475.0000=3712.5000=4950.0000=3712.5000=2475.0000=1237.5000=742.5000=742.5000,39.6000=49.5000=99.0000=148.5000=198.0000=148.5000=99.0000=49.5000=39.6000=39.6000,2.124=5.665=9.737=12.746=17.703=15.579=10.976=6.727=3.541=1.77,2
单兵反坦克导弹,冷战,150,0.002,0.006,2,40.249,0.0750=0.0900=0.1050=0.1200=0.1350=0.1500=0.1350=0.1200=0.1050=0.0900,1.4850=1.8900=2.2950=2.7000=2.2950=1.8900=1.4850=1.3500=1.3500=1.3500,0.000,0.1500=0.1500=0.1500=0.1500=0.1500=0.1500=0.1500=0.1500=0.1500=0.1500,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,1.74,0.021,0.001=0.003=0.009=0.016=0.023=0.029=0.026=0.02=0.013=0.006,0.3600=0.5400=0.7200=0.9000=0.7200=0.5400=0.3600=0.3600=0.3600=0.3600,24.3000=42.1200=61.5600=81.0000=61.5600=42.1200=24.3000=24.3000=24.3000=24.3000,2.8800=5.7600=10.0800=14.4000=10.0800=5.7600=2.8800=2.8800=2.8800=2.8800,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0=0=0=0=0=0=0=0=0=0,0.009=0.023=0.039=0.051=0.071=0.063=0.044=0.027=0.014=0.007,0=4.59=11.475=22.95=39.015=45.9=41.31=32.13=18.36=9.18,0.956,0.956,0.896,0.896,0.896,0.896,0.896,0.896,0.646,0.896,0.896,0.896,0.956,0.896,0.646,0.956,0.896,0.646,0.896,0.646,0.646,0.896,5,4,0,0,39.772,0.900,0.00,81.0000=216.0000=378.0000=540.0000=378.0000=216.0000=81.0000=81.0000=81.0000=81.0000,3.6000=7.2000=12.6000=18.0000=12.6000=7.2000=3.6000=3.6000=3.6000=3.6000,1.438=3.834=6.59=8.627=11.982=10.544=7.429=4.553=2.396=1.198,0
单兵反坦克导弹,现代,400,0.002,0.006,2,47.748,0.1250=0.1500=0.1750=0.2000=0.2250=0.2500=0.2250=0.2000=0.1750=0.1500,2.4750=3.1500=3.8250=4.5000=3.8250=3.1500=2.4750=2.2500=2.2500=2.2500,0.000,0.2500=0.2500=0.2500=0.2500=0.2500=0.2500=0.2500=0.2500=0.2500=0.2500,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,6.4,0.077,0.002=0.005=0.013=0.022=0.032=0.04=0.036=0.028=0.018=0.009,0.3600=0.5400=0.7200=0.9000=0.7200=0.5400=0.3600=0.3600=0.3600=0.3600,40.5000=70.2000=102.6000=135.0000=102.6000=70.2000=40.5000=40.5000=40.5000=40.5000,4.8000=9.6000=16.8000=24.0000=16.8000=9.6000=4.8000=4.8000=4.8000=4.8000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0=0=0=0=0=0=0=0=0=0,0.012=0.031=0.054=0.071=0.098=0.086=0.061=0.037=0.02=0.01,0=5.44=13.6=27.2=46.24=54.4=48.96=38.08=21.76=10.88,1,1,0.94,0.94,0.94,0.94,0.94,0.94,0.69,0.94,0.94,0.94,1,0.94,0.69,1,0.94,0.69,0.94,0.69,0.69,0.94,5,4,0,0,45.316,1.500,0.00,135.0000=360.0000=630.0000=900.0000=630.0000=360.0000=135.0000=135.0000=135.0000=135.0000,6.0000=12.0000=21.0000=30.0000=21.0000=12.0000=6.0000=6.0000=6.0000=6.0000,2.307=6.152=10.573=13.842=19.224=16.917=11.919=7.305=3.845=1.922,0
迫击炮,一战,15,0.002,0.006,4,30.075,0.0300=0.0360=0.0420=0.0480=0.0540=0.0600=0.0540=0.0480=0.0420=0.0360,1.9800=2.5200=3.0600=3.6000=3.0600=2.5200=1.9800=1.8000=1.8000=1.8000,0.000,0.0600=0.0600=0.0600=0.0600=0.0600=0.0600=0.0600=0.0600=0.0600=0.0600,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0.09,0.001,0.007=0.016=0.043=0.074=0.108=0.135=0.122=0.094=0.061=0.03,0.2400=0.3600=0.4800=0.6000=0.4800=0.3600=0.2400=0.2400=0.2400=0.2400,0.2592=0.3802=0.6221=0.8640=0.6221=0.3802=0.2592=0.2592=0.2592=0.2592,11.5200=17.2800=37.4400=57.6000=37.4400=17.2800=11.5200=11.5200=11.5200=11.5200,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0=0=0=0=0=0=0=0=0=0,0.004=0.012=0.02=0.026=0.037=0.032=0.023=0.014=0.007=0.004,0=1.9=4.75=9.5=16.15=19=17.1=13.3=7.6=3.8,0.9,0.9,0.84,0.84,0.84,0.84,0.84,0.84,0.59,0.84,0.84,0.84,0.9,0.84,0.59,0.9,0.84,0.59,0.84,0.59,0.59,0.84,11,4,0.35,0.08,31.914,1.080,0.00,4.3200=8.6400=18.7200=28.8000=18.7200=8.6400=4.3200=4.3200=4.3200=4.3200,8.6400=12.9600=28.0800=43.2000=28.0800=12.9600=8.6400=8.6400=8.6400=8.6400,0.504=1.345=2.311=3.026=4.202=3.698=2.605=1.597=0.84=0.42,1
